open_time,close_time,open,high,low,close,volume,quote_volume,num_trades,close_frac_diff
2025-08-28 07:14:59.999,2025-08-28 13:29:59.999,113323.27,113485.9,112781.68,113050.01,2786.12699,315076534.48510796,341676,21188.158914308835
2025-08-28 13:29:59.999,2025-08-28 17:04:59.999,113050.01,113300.0,112310.0,112340.03,2916.9263199999996,329037801.22841537,599573,20391.10429822968
2025-08-28 17:04:59.999,2025-08-29 01:19:59.999,112340.03,112718.2,111727.04,111727.04,2876.3045399999987,322929363.1055509,552270,19860.052677836007
2025-08-29 01:19:59.999,2025-08-29 06:39:59.999,111727.04,111850.56,110955.41,111017.75,2949.244819999999,328627314.18978715,463569,19288.065367374787
2025-08-29 06:39:59.999,2025-08-29 08:04:59.999,111017.75,111279.45,109899.99,110097.56,2870.7106300000005,317613866.7121336,306366,18561.73060047897
2025-08-29 08:04:59.999,2025-08-29 12:19:59.999,110097.56,110307.84,109414.18,110199.98,2895.8301900000006,318241163.33291584,462765,18934.286864208218
2025-08-29 12:19:59.999,2025-08-29 13:49:59.999,110199.98,111517.07,109128.88,109317.98,2959.72888,326580751.1450495,467971,18159.270610054256
2025-08-29 13:49:59.999,2025-08-29 15:04:59.999,109317.98,109560.14,108103.0,108270.01,2971.1339000000003,323091148.6978819,537915,17362.378370981125
2025-08-29 15:04:59.999,2025-08-29 17:24:59.999,108270.01,108832.0,108140.0,108491.42,2921.7653499999997,317053353.00804716,460087,17920.03959398874
2025-08-29 17:24:59.999,2025-08-29 20:49:59.999,108491.42,108744.0,107506.0,107715.99,2986.3955499999997,322631132.0572753,505931,17271.173656950472
2025-08-29 20:49:59.999,2025-08-30 02:19:59.999,107715.99,108549.99,107350.1,107805.06,2950.3370100000006,318766588.0531761,494309,17614.59878134067
2025-08-30 02:19:59.999,2025-08-30 04:44:59.999,107805.06,108697.28,107599.88,108507.99,2970.0513899999996,321621023.57929605,268055,18440.47928465951
2025-08-30 04:44:59.999,2025-08-30 11:24:59.999,108507.99,108777.43,108120.0,108540.73,2905.63409,315074300.7886224,355447,18427.64775063361
2025-08-30 11:24:59.999,2025-08-30 22:39:59.999,108540.73,108926.15,108190.52,108553.54,2905.632150000001,315594166.3244065,509753,18454.590355528213
2025-08-30 22:39:59.999,2025-08-31 06:24:59.999,108553.54,109480.02,108530.15,108611.39,2904.38267,316641536.42530143,416538,18538.205114139797
2025-08-31 06:24:59.999,2025-08-31 13:24:59.999,108611.39,109100.0,108191.29,108281.43,2939.27768,318965284.92228645,394983,18226.314809763397
2025-08-31 13:24:59.999,2025-08-31 21:04:59.999,108281.43,109237.51,108214.14,109033.77,2917.6938300000015,317145430.87421143,391675,19069.502898521838
2025-08-31 21:04:59.999,2025-09-01 02:24:59.999,109033.77,109230.0,107631.68,107765.3,2975.69796,322081296.3400513,648745,17702.434179915057
2025-09-01 02:24:59.999,2025-09-01 07:04:59.999,107765.3,108175.0,107255.0,108149.87,2959.9234599999995,318506676.3374802,554404,18321.12281370342
2025-09-01 07:04:59.999,2025-09-01 10:04:59.999,108149.87,109912.4,107984.79,109356.99,2934.4557100000006,320650384.7967837,450828,19551.47935725005
2025-09-01 10:04:59.999,2025-09-01 14:14:59.999,109356.99,109520.0,108186.41,109224.88,2898.82612,315667781.1970489,443790,19213.723022303166
2025-09-01 14:14:59.999,2025-09-01 20:49:59.999,109224.88,109373.1,108284.0,108719.86,3083.75408,335771249.7892218,537427,18671.587794003877
2025-09-01 20:49:59.999,2025-09-02 01:14:59.999,108719.86,109442.95,107459.49,109208.0,2929.06699,317841911.55304664,384240,19243.259458603716
2025-09-02 01:14:59.999,2025-09-02 04:49:59.999,109208.0,110623.97,108993.0,110178.46,2922.4053499999995,321211862.77794075,370865,20149.532515347644
2025-09-02 04:49:59.999,2025-09-02 10:44:59.999,110178.46,110711.1,110000.0,110245.69,2900.3177299999998,319975107.6088119,524332,20006.5330901626
2025-09-02 10:44:59.999,2025-09-02 13:29:59.999,110245.69,110272.03,108393.39,109365.77,2986.9807800000003,326776473.589,383386,19031.027130993825
2025-09-02 13:29:59.999,2025-09-02 14:24:59.999,109365.77,111500.0,109038.99,111201.18,2923.8073000000004,323658299.84469575,354641,20990.90556654593
